receiving_rate,rtt,error_rate,actual_bandwidth
0.5300466051510112,-0.6679260779122498,-0.5203392605317183,9398851.0
0.5748898444840882,0.42357097127644316,-1.3945089481958708,3572580.0
-0.2166532753226611,1.3269311087090399,0.8907851464314414,8310476.0
-0.9461789767854502,-1.0712156301509594,-0.7223817868829621,5862577.0
1.6229852364968747,0.7927565684037652,-1.1165283299982944,4488142.0
0.8052197147891179,-0.807755035721245,1.5979053726683177,8336544.0
1.659578822484872,1.0506512669778076,1.4516839429331236,208515.0
-0.1574833600342882,0.6267705341794874,-1.380406641565545,8600972.0
-0.13944048114320418,0.06889257358774915,1.3777959959680293,2866884.0
0.8759280084862759,0.5100883102451113,1.348537613690751,9188350.0
0.021907217985245014,1.2974877496358095,0.45701333932277477,8326758.0
-1.1109669388877415,-0.4054084033555041,0.09331516468096382,200983.0
-0.14024962310058395,0.9249676620979607,-0.9921826822883273,7191240.0
0.3878437826927081,-1.19607846198306,-1.3260502643965058,9814597.0
-0.5549010445382381,0.6884321822027231,0.35967116065981747,1157067.0
1.5016382594382816,0.8603546312002472,1.1090176881433802,3768344.0
-1.697219889763915,-0.20881217420201956,0.6456438470866949,3909166.0
-1.2886324516279306,1.0096640206098317,-1.1195302267226095,1128976.0
1.7145955417942726,0.18772337247277696,-0.7399069952669116,4456990.0
0.2627058909844921,1.5054036729326405,0.1512904608203987,2671682.0
1.68335265368907,-1.3574614499004036,0.42440304135161494,9128688.0
1.5457946443833215,-1.293674907388987,-1.4968232473257796,6991546.0
0.29029178166298314,1.179270412960805,0.38637447721402896,7158452.0
0.42094001468025394,1.1790404703353161,0.8113556051074087,1056711.0
-0.06977885626722118,-0.11071862149035444,-1.1175927160782038,7467513.0
1.7515697346263337,1.6016232721199244,-0.8921477996073335,1599908.0
-0.5792387377336415,0.6126867200121032,-0.8480817447521471,6102528.0
-1.7038103791998727,1.6672726627059475,1.5186538873197508,6292048.0
0.08043468301738825,0.10185920170264162,-0.33324441623593226,8971620.0
-1.0449024011019044,-1.0476616101257552,0.09621210878010567,7682427.0
1.1711901112160532,-0.2039628296333772,0.769628188428677,6439079.0
-0.8778463041399894,1.6590490254914474,-0.4568302969239607,1288726.0
1.4087543308682482,-0.4610523540180039,-1.3810681289644897,4206657.0
-0.7951495996823155,1.57748558118131,0.5263466930344607,9424916.0
0.20453330659306376,1.0214769344089647,0.5713631100551365,9151243.0
0.6067054049241087,-0.21190982466177258,-0.842342378897431,9734808.0
-0.5295642583771677,0.13478856297016312,-1.6255110988813017,7711889.0
-0.540490846525495,0.36264806282647294,0.564689486301541,7471119.0
-0.540597275476335,0.5653437918115469,0.6970224183620968,8650049.0
-1.2171146635596481,-1.481758287958113,-1.6573636044519917,5805209.0
-1.7096273204666455,1.4960681912537812,0.66142204812964,7196930.0
-1.0902541734682998,0.3263695938029718,1.5155893111567964,4227321.0
-0.7660271850777897,1.487592855103174,-1.1265344997326352,1853756.0
-0.30407091430170236,0.44764838969927745,0.06406873065100453,9797192.0
-0.7927006765717615,-0.25045227267318243,0.6739113289375709,8513019.0
0.027683279257655402,0.22186559579077714,-0.9482452009576906,5735385.0
0.5210945912131363,1.1343568511346442,0.8642906462485227,3170624.0
-1.0743028701508432,-0.6149606973627229,1.2693614978171202,4854417.0
-0.269259132205914,1.5755520849197018,1.0832747114610388,5959033.0
